Name,Purpose,Quantity,Total Cost (USD),Link,Distributor
"Wireless Mouse Kit Collection","the inside of the mouses case to it can function like a mouse",1,13.00,"https://us.store.bambulab.com/products/wireless-mouse-components-kit-002?id=41806859403400","Bamboo Store"
